Category,Technology,Travel,Sports,Finance,Entertainment,World,Fashion,Health
opener,0,1,0,0,0,0,0,0
navigating,0,1,0,0,0,0,0,0
inevitably,0,1,0,0,0,0,0,0
cars,1,1,0,0,0,0,0,1
suleiman,0,1,0,0,0,0,0,0
cart,0,1,0,0,0,0,0,0
quart,0,1,0,0,0,0,0,0
marine,0,1,0,0,0,0,0,0
card,0,1,0,0,0,0,0,0
isidora,0,1,0,0,0,0,0,0
tomahawk,0,1,0,0,0,0,0,0
tries,0,1,0,0,0,0,1,1
british,1,1,0,0,0,2,4,1
lindsey,0,1,0,0,0,0,0,0
lighting,0,1,0,0,0,1,1,0
zac,0,1,0,0,0,0,0,0
wbez,0,1,0,0,0,0,0,0
size,0,1,3,0,0,0,1,1
sheer,0,1,0,0,0,0,0,0
checked,0,1,1,0,0,0,0,0
caught,1,1,5,0,1,4,2,2
cognac,0,1,0,0,0,0,0,0
carousel,0,1,0,0,0,0,0,0
friend,0,1,1,0,1,3,1,1
thaw,0,1,0,0,0,0,0,0
appreciates,0,1,0,0,0,0,0,0
thai,0,1,0,0,0,0,0,0
flowers,0,1,0,0,1,0,0,0
rugged,0,1,0,0,0,0,0,0
recruit,0,1,0,0,0,0,0,0
crafton,0,1,0,0,0,0,0,0
accessed,0,1,0,0,0,0,0,0
minipurses,0,1,0,0,0,0,0,0
wifebeaters,0,1,0,0,0,0,0,0
wrigley,0,1,0,0,0,0,0,0
contentious,0,1,0,0,0,0,0,0
craig,0,1,1,0,0,0,0,0
slap,0,1,0,0,0,0,0,0
bugs,0,1,0,0,0,0,0,0
trevor,0,1,0,0,0,0,0,0
anger,0,1,0,0,0,1,0,1
recover,0,1,0,0,0,0,0,0
twohour,0,1,0,0,0,0,0,0
begin,0,1,1,0,0,1,0,0
fenway,0,1,0,0,0,0,0,0
neatly,0,1,0,0,0,0,0,0
rankin,0,1,0,0,0,0,0,0
michelle,0,1,0,0,0,0,0,0
failure,0,1,1,0,0,1,0,0
mesmerized,0,1,0,0,0,0,0,0
sunset,0,1,0,0,0,0,1,0
professional,0,1,4,0,0,0,1,2
filing,1,1,0,0,0,0,0,0
snack,0,1,0,0,0,0,0,0
jolt,0,1,0,0,0,0,0,0
deployments,0,1,0,0,0,0,0,0
honors,0,1,0,0,0,2,0,1
essence,0,1,0,0,0,0,0,1
cannon,0,1,0,0,0,0,0,0
baghdad,0,1,0,0,0,0,0,0
peoplewatching,0,1,0,0,0,0,0,0
staffed,0,1,0,0,0,0,0,0
leather,0,1,0,0,0,0,0,0
bowlegged,0,1,0,0,0,0,0,0
amanda,0,1,0,0,0,0,0,0
concert,0,1,0,0,0,0,0,0
burst,0,1,0,0,0,2,0,0
sandor,0,1,0,0,0,0,0,0
asleep,1,1,0,0,0,0,0,0
sport,0,1,1,0,0,0,0,0
reputed,0,1,0,0,0,0,0,0
videcnik,0,1,0,0,0,0,0,0
duhau,0,1,0,0,0,0,0,0
mandarin,0,1,0,0,0,0,0,0
nicest,0,1,0,0,0,0,0,0
therapies,0,1,0,0,0,0,0,1
yuma,0,1,0,0,0,0,0,0
briskly,0,1,0,0,0,0,0,0
hurts,0,1,0,0,0,0,0,0
impromptu,0,1,0,0,0,0,0,0
zajac,0,1,0,0,0,0,0,0
installation,0,1,0,0,0,0,1,0
wheels,0,1,0,0,0,0,0,1
pureed,0,1,0,0,0,0,0,0
madness,0,1,0,0,0,0,0,0
jeans,0,1,1,0,0,0,0,0
threeseater,0,1,0,0,0,0,0,0
moreover,0,1,0,0,0,0,0,0
oliver,0,1,0,0,0,0,0,0
optional,0,1,0,0,0,0,0,0
rebuild,0,1,1,0,0,0,0,0
evangelista,0,1,0,0,0,0,0,0
dangers,0,1,0,0,0,0,0,0
newbies,0,1,0,0,0,0,0,0
elvis,0,1,0,0,0,0,0,0
suspected,1,1,0,0,0,2,0,0
ruby,0,1,0,0,0,0,0,0
realities,0,1,0,0,0,0,0,0
countless,0,1,1,0,0,1,0,0
soothe,0,1,0,0,0,0,0,1
wingspan,0,1,0,0,0,0,0,0
kamaole,0,1,0,0,0,0,0,0
coolest,0,1,0,0,0,0,1,0
metric,0,1,2,0,0,0,0,0
sweetwater,0,1,0,0,0,0,0,0
elon,0,1,0,0,0,0,0,0
embrace,0,1,1,0,1,0,2,0
drug,1,1,0,0,0,0,0,2
heels,0,1,1,0,0,0,0,1
henu,0,1,0,0,0,0,0,0
worry,1,1,2,0,0,0,0,1
inquire,0,1,0,0,0,0,0,0
medic,0,1,0,0,0,0,0,0
poetic,0,1,0,0,0,0,0,0
coworkers,0,1,0,0,0,0,0,0
document,0,1,2,0,0,1,1,0
noble,0,1,0,0,0,0,0,0
finish,0,1,2,0,0,0,0,1
centuries,0,1,0,0,0,0,1,0
closest,0,1,0,0,0,1,0,0
crutches,0,1,0,0,0,0,0,0
arctic,0,1,0,0,0,0,1,0
foam,0,1,0,0,0,0,0,0
respected,0,1,1,0,0,0,0,0
enchanting,0,1,0,0,0,0,0,0
charges,1,1,1,0,0,0,0,2
severe,0,1,2,0,0,0,0,3
breeze,2,1,0,0,0,0,0,0
charged,1,1,0,0,0,0,0,0
tossing,0,1,0,0,0,0,0,0
restrooms,0,1,0,0,0,0,0,0
firebrands,0,1,0,0,0,0,0,0
sweeping,0,1,0,0,0,0,0,0
relevant,0,1,0,0,0,0,0,0
houstonian,0,1,0,0,0,0,0,0
greetings,0,1,0,0,0,0,0,0
battlehardened,0,1,0,0,0,0,0,0
staging,0,1,0,0,0,0,0,0
soulsearching,0,1,0,0,0,0,0,0
complements,0,1,0,0,0,0,0,0
struck,1,1,1,0,0,1,1,1
propped,0,1,0,0,0,0,0,0
hover,0,1,0,0,0,0,0,0
spectacular,0,1,1,0,0,0,0,0
gonna,1,1,0,0,0,0,0,1
pounds,0,1,2,0,0,0,0,1
greeting,0,1,0,0,0,0,0,0
miracle,0,1,0,0,0,0,0,1
annually,0,1,0,0,0,0,0,0
fairgrounds,0,1,0,0,0,0,0,0
julieanne,0,1,0,0,0,0,0,0
twelve,1,1,0,0,0,0,0,0
whedonpenned,0,1,0,0,0,0,0,0
laotian,0,1,0,0,0,0,0,0
airside,0,1,0,0,0,0,0,0
recorded,0,1,3,0,0,1,0,0
stopped,0,1,0,0,0,1,0,0
ethos,0,1,0,0,0,0,0,0
willie,0,1,1,0,0,0,0,0
hustle,0,1,0,0,0,0,0,0
braking,0,1,0,0,0,0,0,0
credits,0,1,0,0,0,0,0,0
sniffs,0,1,0,0,0,0,0,0
innocence,0,1,0,0,0,0,0,0
comparison,0,1,1,0,0,0,0,0
ergonomically,0,1,0,0,0,0,0,0
choi,0,1,0,0,0,0,0,1
chop,0,1,0,0,0,0,0,0
tremendous,1,1,1,0,0,0,0,0
journey,0,1,0,0,0,2,2,3
underway,0,1,1,0,0,0,1,0
intent,0,1,2,0,0,3,0,0
backup,0,1,1,0,0,0,0,1
barrels,0,1,0,0,0,0,0,0
outlook,0,1,0,0,0,0,0,0
thanon,0,1,0,0,0,0,0,0
dallasfort,0,1,0,0,0,0,0,0
kapa,0,1,0,0,0,0,0,0
heated,0,1,0,0,0,0,0,0
nowadays,0,1,0,0,0,1,0,0
stare,0,1,0,0,0,0,1,0
prepare,0,1,2,0,0,0,0,1
qualifying,0,1,2,0,0,0,0,0
stark,0,1,0,0,0,0,0,0
lou,0,1,0,0,1,0,0,0
seasoned,0,1,0,0,0,0,0,0
shapers,0,1,0,0,0,0,0,0
whirring,0,1,0,0,0,0,0,0
outskirts,0,1,0,0,0,0,0,0
dominican,0,1,0,0,0,0,1,0
embedded,0,1,0,0,0,0,0,0
atlantajohannesburg,0,1,0,0,0,0,0,0
sadness,0,1,0,0,0,0,0,0
toney,0,1,0,0,0,0,0,0
tutus,0,1,0,0,0,0,0,0
scanner,0,1,0,0,0,0,0,0
describe,0,1,0,0,1,0,0,0
trickles,0,1,0,0,0,0,0,0
fallico,0,1,0,0,0,0,0,0
reliability,0,1,0,0,0,0,0,0
mover,0,1,0,0,0,0,0,0
moves,1,1,4,0,0,0,0,0
commutes,0,1,0,0,0,0,0,0
forcing,0,1,2,0,0,0,0,0
shay,0,1,0,0,0,0,0,0
poor,0,1,3,0,0,1,1,1
polar,0,1,0,0,0,0,1,0
noshows,0,1,0,0,0,0,0,0
podium,0,1,0,0,0,0,0,0
shantay,0,1,0,0,0,0,0,0
blissedout,0,1,0,0,0,0,0,0
overseas,1,1,0,0,0,1,0,0
skeleton,0,1,0,0,0,0,0,0
unrest,0,1,0,0,0,0,0,1
thoughtful,0,1,0,0,0,0,0,0
glitzy,0,1,0,0,0,0,0,0
referring,0,1,0,0,0,1,0,0
icons,0,1,0,0,0,0,0,0
costco,0,1,0,0,0,0,0,0
gunman,0,1,0,0,0,3,0,0
creflo,0,1,0,0,0,0,0,0
kneepads,0,1,0,0,0,0,0,0
safety,2,1,2,0,0,3,0,0
tzatziki,0,1,0,0,0,0,0,0
twothirds,0,1,0,0,0,1,0,0
mph,0,1,0,0,0,0,0,0
decide,1,1,3,0,0,0,0,1
segway,0,1,0,0,0,0,0,0
clemons,0,1,0,0,0,0,0,0
benning,0,1,0,0,0,0,0,0
envyinducing,0,1,0,0,0,0,0,0
steakhouse,0,1,1,0,0,0,0,0
locomotive,0,1,0,0,0,0,0,0
cookies,0,1,0,0,0,0,0,0
instagram,0,1,0,0,0,0,0,0
gayle,0,1,0,0,0,0,0,0
craning,0,1,0,0,0,0,0,0
doppler,0,1,0,0,0,0,0,0
inert,0,1,0,0,0,0,0,0
darkness,0,1,0,0,0,0,0,1
witnessed,0,1,0,0,0,0,0,1
emotions,0,1,0,0,0,0,0,0
hypercapitalists,0,1,0,0,0,0,0,0
recruits,0,1,0,0,0,0,0,0
loose,0,1,0,0,0,0,0,0
ballet,0,1,0,0,0,0,0,0
answers,0,1,1,0,0,0,1,0
promoted,0,1,0,0,0,0,0,0
tracks,0,1,1,0,0,0,1,0
anticipation,0,1,1,0,0,0,0,0
excess,0,1,0,0,1,0,0,0
yummy,0,1,0,0,0,0,0,0
creeps,0,1,0,0,0,0,0,0
soldier,0,1,0,0,0,0,0,0
rory,0,1,0,0,0,0,0,0
swoon,0,1,0,0,0,0,0,0
lagos,0,1,0,0,0,0,0,0
trained,0,1,0,0,0,0,0,1
attendant,0,1,0,0,0,1,0,1
twomichelin,0,1,0,0,0,0,0,0
countdown,0,1,0,0,0,0,0,0
culbreath,0,1,0,0,0,0,0,0
injury,0,1,7,0,0,0,0,1
autographs,0,1,0,0,0,0,0,0
chestnut,0,1,0,0,0,0,0,0
lowering,0,1,0,0,0,0,0,1
excuse,0,1,1,0,0,0,0,1
grill,0,1,0,0,0,0,0,0
nebraska,0,1,0,0,0,0,0,0
nine,1,1,5,0,2,1,0,1
bankhead,0,1,0,0,0,0,0,0
pushes,0,1,0,0,0,0,0,0
ballooning,0,1,0,0,0,0,0,0
archipelago,0,1,0,0,0,0,0,0
claimed,0,1,0,0,0,2,0,0
magenta,0,1,0,0,0,0,0,0
concessionaires,0,1,0,0,0,0,0,0
species,0,1,0,0,0,1,0,0
calms,0,1,0,0,0,0,0,0
chops,0,1,0,0,0,0,0,0
stayed,0,1,1,0,0,1,0,1
vigilance,0,1,0,0,0,0,0,0
businessmen,0,1,0,0,0,2,0,0
diecast,0,1,0,0,0,0,0,0
rude,0,1,0,0,0,0,0,0
syria,0,1,0,0,0,1,0,0
horizontal,0,1,0,0,0,0,0,0
relocating,0,1,0,0,0,0,0,0
roundtrip,0,1,0,0,0,0,0,0
overnight,0,1,0,0,0,0,0,1
throws,0,1,1,0,0,0,0,0
fnw,0,1,0,0,0,0,0,0
ego,0,1,0,0,0,0,0,0
eversly,0,1,0,0,0,0,0,0
auburn,0,1,0,0,0,0,0,0
millenia,0,1,0,0,0,0,0,0
hell,0,1,1,0,0,0,0,0
teal,0,1,0,0,0,0,0,0
paulo,0,1,0,0,0,0,0,0
teeming,0,1,0,0,0,0,0,0
slammed,0,1,0,0,0,0,0,0
cutie,0,1,0,0,0,0,0,0
fool,0,1,0,0,0,0,0,0
doughnuts,0,1,0,0,0,0,0,0
anticipated,0,1,0,0,0,0,0,0
starbucks,0,1,0,0,0,0,0,0
yu,0,1,0,0,0,0,0,0
bryan,0,1,0,0,0,0,0,0
sundays,0,1,0,0,0,0,0,0
fully,0,1,1,0,1,0,0,0
predators,0,1,0,0,0,0,0,0
cleaners,0,1,0,0,0,0,0,0
fairy,0,1,0,0,0,0,0,0
referred,0,1,0,0,0,0,1,0
neil,0,1,0,0,0,0,0,0
pamper,0,1,0,0,0,0,0,0
infinity,0,1,0,0,0,0,0,0
inspections,0,1,0,0,0,0,0,0
beyond,0,1,3,0,0,5,2,1
steered,0,1,1,0,0,0,0,0
miss,0,1,3,0,1,0,0,0
jolly,0,1,0,0,0,0,0,0
bald,0,1,0,0,0,0,0,0
earns,0,1,0,0,0,0,0,1
dunn,0,1,0,0,0,0,0,0
housed,0,1,0,0,0,0,0,0
azie,0,1,0,0,0,0,0,0
favored,0,1,0,0,0,0,0,0
pub,0,1,0,0,0,0,0,0
shakeups,0,1,0,0,0,0,0,0
base,0,1,3,0,0,2,1,0
coastline,0,1,0,0,0,0,0,0
ask,1,1,1,0,0,1,1,2
matthews,0,1,0,0,1,0,0,0
americas,0,1,0,0,0,0,0,0
cheering,0,1,0,0,0,0,0,0
leading,0,1,4,0,0,0,3,3
scheduled,1,1,0,0,0,0,0,0
heartbeat,0,1,0,0,0,0,0,0
mangosteen,0,1,0,0,0,0,0,0
grime,0,1,0,0,0,0,0,0
pests,0,1,0,0,0,0,0,0
unaccompanied,0,1,0,0,0,0,0,0
elder,0,1,0,0,0,0,0,0
talked,0,1,1,0,0,1,0,0
wassermanschultz,0,1,0,0,0,0,0,0
lejeune,0,1,0,0,0,0,0,0
nienhoff,0,1,0,0,0,0,0,0
pinned,0,1,0,0,0,0,0,0
expand,0,1,1,0,1,0,0,0
nigeria,0,1,0,0,0,0,0,0
giselle,0,1,0,0,0,0,0,0
reawaken,0,1,0,0,0,0,0,0
authors,0,1,0,0,0,0,0,2
translation,0,1,0,0,0,0,0,0
ecotourism,0,1,0,0,0,0,0,0
squeaky,0,1,0,0,0,0,0,0
anticipate,0,1,0,0,0,0,0,0
greg,0,1,1,0,0,2,0,1
ecuador,0,1,0,0,0,0,0,0
mickey,0,1,0,0,0,0,0,0
charlotte,0,1,0,0,0,0,0,0
cohiba,0,1,0,0,0,0,0,0
macau,0,1,0,0,0,0,0,0
substantial,0,1,2,0,0,1,0,0
cherokee,0,1,0,0,0,0,0,0
officers,0,1,0,0,0,3,0,0
camouflage,0,1,0,0,0,1,0,0
experienced,0,1,1,0,0,0,0,1
repacked,0,1,0,0,0,0,0,0
experiences,0,1,0,0,0,1,2,1
windowless,0,1,0,0,0,0,0,0
latest,3,1,8,0,0,3,0,3
shoutout,0,1,0,0,0,0,0,0
hips,0,1,0,0,0,0,0,0
louiza,0,1,0,0,0,0,0,0
celebrities,1,1,0,0,2,0,0,0
madonnas,0,1,0,0,0,0,0,0
flesh,0,1,0,0,0,0,0,0
flights,1,1,0,0,0,0,0,0
naturalist,0,1,0,0,0,0,0,0
hardened,0,1,0,0,0,0,0,0
samaritans,0,1,0,0,0,0,0,0
reap,0,1,0,0,0,0,0,0
woodside,0,1,0,0,0,0,0,0
hotmail,0,1,0,0,0,0,0,0
finster,0,1,0,0,0,0,0,0
speckled,0,1,0,0,0,0,0,0
capsule,0,1,0,0,0,0,1,0
imitating,0,1,0,0,0,0,0,0
alexander,0,1,0,0,0,0,0,1
catches,0,1,0,0,0,0,0,0
sacrificed,0,1,0,0,0,0,0,0
badge,0,1,0,0,0,0,0,0
intrude,0,1,0,0,0,0,0,0
x,0,1,0,0,4,0,0,0
multisports,0,1,0,0,0,0,0,0
scanning,0,1,0,0,0,0,0,0
schwimmer,0,1,0,0,0,0,0,0
throwing,0,1,1,0,0,2,0,0
familiarity,0,1,0,0,0,0,0,0
won,0,1,5,0,0,2,0,2
conditions,0,1,0,0,0,2,3,2
pictured,0,1,1,0,0,0,0,0
manilow,0,1,0,0,0,0,0,0
spray,0,1,0,0,0,0,0,0
andean,0,1,0,0,0,0,0,0
invisible,0,1,0,0,0,0,1,0
hoisted,0,1,0,0,0,0,0,0
curated,0,1,0,0,0,0,0,0
sensitive,1,1,0,0,0,0,1,1
eggplant,0,1,0,0,0,0,0,0
buzz,0,1,1,0,5,0,0,0
liked,0,1,0,0,0,0,0,0
meterlong,0,1,0,0,0,0,0,0
baptisms,0,1,0,0,0,0,0,0
skips,0,1,0,0,0,0,0,0
mumble,0,1,0,0,0,0,0,0
maintenance,0,1,0,0,0,0,0,0
dropoffs,0,1,0,0,0,0,0,0
collected,0,1,0,0,0,0,0,1
empty,0,1,0,0,0,0,0,2
handoff,0,1,0,0,0,0,0,0
crack,0,1,1,0,0,0,0,0
anthony,0,1,4,0,0,1,0,0
dialing,0,1,0,0,0,0,0,0
intriguing,0,1,1,0,0,0,0,0
governor,0,1,0,0,0,0,0,0
pace,0,1,1,0,0,0,2,0
smart,0,1,1,0,0,0,0,0
loot,0,1,0,0,0,0,0,0
loop,0,1,0,0,0,0,0,0
reads,0,1,0,0,0,0,0,0
hellos,0,1,0,0,0,0,0,0
wartorn,0,1,0,0,0,0,0,0
grant,0,1,1,0,0,0,0,0
belong,0,1,1,0,0,1,1,0
makeshift,0,1,0,0,0,0,0,0
mauka,0,1,0,0,0,0,0,0
haimark,0,1,0,0,0,0,0,0
hallway,0,1,0,0,0,0,0,0
banter,0,1,0,0,0,0,0,0
layovers,0,1,0,0,0,0,0,0
conveniently,0,1,0,0,0,0,0,0
older,0,1,0,0,0,3,0,2
chronicles,0,1,0,0,0,0,0,0
wedges,0,1,0,0,0,0,0,0
carpets,0,1,0,0,0,0,0,0
scouring,0,1,0,0,0,0,0,0
lobsters,0,1,0,0,0,0,0,0
mixologist,0,1,0,0,0,0,0,0
duopoly,0,1,0,0,0,0,0,0
travelweary,0,1,0,0,0,0,0,0
praying,0,1,0,0,0,0,1,0
scrunches,0,1,0,0,0,0,0,0
tick,0,1,0,0,0,0,1,0
barack,0,1,0,0,0,0,0,0
sandwiches,0,1,0,0,0,0,0,0
rescreened,0,1,0,0,0,0,0,0
showing,1,1,1,0,1,1,2,0
latearriving,0,1,0,0,0,0,0,0
culturally,0,1,0,0,0,0,0,0
wings,0,1,0,0,0,0,0,0
vests,0,1,0,0,0,0,0,0
signal,0,1,0,0,0,0,0,0
manifest,0,1,0,0,0,0,0,0
chairs,0,1,1,0,0,1,0,0
duluth,0,1,0,0,0,0,0,0
fanfare,0,1,0,0,0,0,0,0
crewmates,0,1,0,0,0,0,0,0
exceeding,0,1,0,0,0,0,0,0
passageways,0,1,0,0,0,0,0,0
providence,0,1,0,0,0,0,0,0
everybody,1,1,3,0,0,0,1,0
aman,0,1,0,0,0,0,0,0
rum,0,1,0,0,0,0,0,0
fresco,0,1,0,0,0,0,0,0
processing,0,1,0,0,0,0,0,0
rue,0,1,0,0,0,0,0,0
architects,0,1,0,0,0,0,0,1
nerves,0,1,0,0,0,0,0,1
troops,0,1,0,0,0,4,0,0
shine,0,1,0,0,0,0,0,1
faith,0,1,1,0,0,0,0,0
afternoons,0,1,0,0,0,0,0,0
pains,0,1,0,0,0,0,0,1
warriorking,0,1,0,0,0,0,0,0
silence,0,1,0,0,1,1,0,0
tightly,0,1,0,0,0,0,0,1
mangrove,0,1,0,0,0,0,0,0
dwayne,0,1,0,0,0,0,0,0
rolls,0,1,0,0,0,0,0,0
smells,0,1,0,0,0,0,0,0
computer,2,1,0,0,0,0,0,1
diedra,0,1,0,0,0,0,0,0
visas,0,1,0,0,0,0,0,0
davarone,0,1,0,0,0,0,0,0
matalin,0,1,0,0,0,0,0,0
specialty,0,1,0,0,0,0,0,1
nonchristmassy,0,1,0,0,0,0,0,0
mulberry,0,1,0,0,0,0,0,0
larry,0,1,0,0,0,0,1,0
authority,0,1,0,0,0,2,0,0
fishy,0,1,0,0,0,0,0,0
ideals,0,1,1,0,0,0,0,0
chronicle,0,1,0,0,0,0,0,0
accustomed,0,1,0,0,0,0,0,0
whittles,0,1,0,0,0,0,0,0
chelsea,0,1,1,0,0,0,0,0
cotton,0,1,0,0,0,0,0,0
nar,0,1,0,0,0,0,0,0
preflight,0,1,0,0,0,0,0,0
nat,0,1,0,0,0,0,0,0
pedicures,0,1,0,0,0,0,0,0
department,2,1,1,0,0,1,0,4
highpowered,0,1,0,0,0,0,0,0
smiles,0,1,0,0,0,0,0,0
critiques,0,1,0,0,0,0,1,0
visits,0,1,0,0,0,0,0,2
william,0,1,0,0,1,1,1,1
coober,0,1,0,0,0,0,0,0
structure,0,1,0,0,0,1,0,2
revamped,0,1,0,0,0,0,0,0
independently,0,1,0,0,0,0,0,1
practically,0,1,0,0,0,0,0,0
farms,1,1,0,0,0,0,0,0
barbecue,0,1,0,0,0,0,0,0
ruminate,0,1,0,0,0,0,0,0
kate,0,1,0,0,1,0,0,0
pebblesized,0,1,0,0,0,0,0,0
suits,0,1,1,0,0,0,0,2
suite,0,1,0,0,0,0,0,0
pinnacles,0,1,0,0,0,0,0,0
kcc,0,1,0,0,0,0,0,0
trough,0,1,0,0,0,0,0,0
laguardia,0,1,0,0,0,0,0,0
ryan,0,1,3,0,0,0,0,0
assignments,0,1,0,0,0,0,0,0
barbara,1,1,0,0,0,0,1,1
alto,0,1,0,0,0,0,0,0
boots,0,1,0,0,0,0,1,1
graying,0,1,0,0,0,0,0,1
booth,0,1,0,0,0,0,1,0
click,1,1,0,0,0,3,1,1
waitress,0,1,0,0,0,0,0,0
evokes,0,1,0,0,0,0,0,0
wallet,0,1,0,0,0,0,0,0
collins,0,1,0,0,0,0,0,0
focuses,1,1,0,0,1,0,0,0
stance,0,1,0,0,0,0,0,0
commercial,1,1,16,0,1,0,1,0
focused,0,1,1,0,0,1,1,2
nervewracking,0,1,0,0,0,0,0,0
kissinger,0,1,0,0,0,0,0,0
haunts,0,1,0,0,0,0,0,0
oversees,0,1,0,0,0,0,0,0
kathmandu,0,1,0,0,0,1,0,0
addresses,0,1,0,0,0,0,0,0
airspace,0,1,0,0,0,0,0,0
pitch,0,1,1,0,0,0,0,0
longoria,0,1,0,0,0,0,0,0
metaphor,0,1,0,0,0,0,0,0
camera,1,1,0,0,1,3,1,0
crab,0,1,0,0,0,0,0,0
vehicle,0,1,1,0,0,0,0,0
hiding,0,1,0,0,0,1,0,0
historically,0,1,0,0,0,0,0,0
cheeks,0,1,0,0,0,0,0,0
levelheaded,0,1,0,0,0,0,0,0
bahamian,0,1,0,0,0,0,0,0
popped,0,1,0,0,0,0,0,0
biblical,0,1,0,0,0,0,0,0
arched,0,1,0,0,0,0,0,0
salad,0,1,0,0,0,0,0,0
repairman,0,1,0,0,0,0,0,0
kenny,0,1,0,0,0,0,0,0
policing,0,1,0,0,0,0,0,0
voice,0,1,1,0,2,4,0,1
newlyweds,0,1,0,0,0,0,0,0
chevrolet,0,1,0,0,0,0,0,0
andes,0,1,0,0,0,0,0,0
fare,0,1,1,0,0,0,1,0
bloodstream,0,1,0,0,0,0,0,0
wiltshire,0,1,0,0,0,0,0,0
feels,0,1,1,0,0,1,1,2
bakery,0,1,0,0,0,0,0,0
agenda,0,1,0,0,0,0,0,0
swimming,0,1,1,0,0,0,0,0
procrastination,0,1,0,0,0,0,0,0
astronomical,0,1,0,0,0,0,0,0
massey,0,1,0,0,0,0,0,0
brood,0,1,0,0,0,0,0,0
outer,1,1,0,0,0,0,0,0
affleck,0,1,0,0,0,0,0,0
saadiyat,0,1,0,0,0,0,0,0
camino,0,1,0,0,0,0,0,0
socks,0,1,0,0,0,0,0,1
hands,0,1,2,0,1,4,0,3
documented,0,1,0,0,0,0,1,1
university,1,1,0,0,2,2,2,7
poole,0,1,0,0,0,0,0,0
tsaapproved,0,1,0,0,0,0,0,0
guten,0,1,0,0,0,0,0,0
chicagoland,0,1,0,0,0,0,0,0
sands,0,1,0,0,0,0,0,0
measure,1,1,0,0,0,1,1,1
separating,0,1,0,0,0,0,0,0
activism,0,1,0,0,0,0,0,0
rebook,0,1,0,0,0,0,0,0
playground,0,1,0,0,0,0,0,1
cause,0,1,1,0,1,1,0,6
achievements,0,1,0,0,0,0,0,0
suitedandbooted,0,1,0,0,0,0,0,0
jukejoint,0,1,0,0,0,0,0,0
princess,0,1,0,0,0,0,0,0
rushed,0,1,2,0,0,0,0,1
florida,0,1,2,0,1,0,0,3
headbutt,0,1,0,0,0,0,0,0
stride,0,1,1,0,0,0,0,0
wading,0,1,0,0,0,0,0,0
stainless,0,1,0,0,0,0,0,0
margaritas,0,1,0,0,0,0,0,0
austin,0,1,2,0,0,0,0,0
buckle,0,1,0,0,0,0,0,0
mad,0,1,0,0,1,0,0,0
evans,0,1,0,0,0,0,0,0
filthy,0,1,0,0,0,0,0,0
terracotta,0,1,0,0,0,0,0,0
aviator,0,1,0,0,0,0,0,0
attach,0,1,0,0,0,0,0,0
attack,2,1,4,0,1,7,0,0
belize,0,1,0,0,0,0,0,0
declines,0,1,0,0,0,0,0,0
perfectly,0,1,0,0,0,0,1,0
exactly,2,1,3,0,1,3,1,1
piloted,0,1,0,0,0,0,0,0
bieber,0,1,0,0,0,0,0,0
photograph,0,1,0,0,0,0,2,0
ben,3,1,2,0,0,1,0,0
touted,0,1,1,0,0,0,0,0
sr,0,1,0,0,0,0,0,0
bare,0,1,1,0,0,0,0,0
dalian,0,1,0,0,0,0,0,0
carrots,0,1,0,0,0,0,0,0
sings,0,1,0,0,1,0,0,0
microphone,0,1,0,0,0,0,0,0
relatives,0,1,0,0,0,2,0,1
detector,0,1,0,0,0,0,0,0
mountaintop,0,1,0,0,0,0,0,0
blades,0,1,0,0,0,0,0,0
lectures,0,1,0,0,0,0,0,0
tshirts,0,1,0,0,0,0,0,0
montana,0,1,0,0,0,0,0,0
awe,0,1,0,0,0,0,0,0
cockney,0,1,0,0,0,0,0,0
reminds,0,1,0,0,0,0,0,0
upset,0,1,1,0,0,0,0,1
scrambled,0,1,0,0,0,0,0,0
lowered,0,1,1,0,0,0,0,0
parker,0,1,1,0,0,0,0,0
unsettle,0,1,0,0,0,0,0,0
goias,0,1,0,0,0,0,0,0
indoor,0,1,0,0,0,0,0,0
crate,0,1,0,0,0,0,0,0
anyway,0,1,1,0,0,0,0,0
zahava,0,1,0,0,0,0,0,0
parked,0,1,1,0,0,0,0,0
soldiers,0,1,0,0,0,5,0,0
boutiques,0,1,0,0,0,0,0,0
fiberglass,0,1,0,0,0,0,0,0
employer,0,1,1,0,0,0,0,0
employee,0,1,0,0,0,0,0,0
aretha,0,1,0,0,1,0,0,0
geese,0,1,0,0,0,0,0,0
slows,0,1,0,0,0,0,0,0
seizing,0,1,0,0,0,0,0,0
michigan,0,1,1,0,0,0,0,1
procedures,0,1,0,0,0,0,0,1
gray,0,1,0,0,0,0,0,0
trucks,0,1,0,0,0,0,0,0
hiring,1,1,0,0,0,0,0,0
watershed,0,1,0,0,0,0,0,0
sha,0,1,0,0,0,0,0,0
latterday,0,1,0,0,0,0,0,0
processed,0,1,0,0,0,0,0,2
contain,0,1,0,0,0,0,0,1
concoction,0,1,0,0,0,0,0,0
faroe,0,1,0,0,0,0,1,0
shake,0,1,0,0,0,0,0,0
expects,0,1,0,0,0,0,0,0
luckiest,0,1,0,0,0,0,0,0
beading,0,1,0,0,0,0,0,0
tyra,0,1,0,0,0,0,0,0
luk,0,1,0,0,0,0,0,0
ken,0,1,1,0,0,0,0,0
sole,0,1,1,0,0,0,0,0
monument,0,1,0,0,0,0,0,0
kicking,0,1,0,0,0,0,0,1
icehotel,0,1,0,0,0,0,0,0
blackgloved,0,1,0,0,0,0,0,0
